kod,nazwa,aktualizacjaData,kodEPA,kodEVA,kodPOS,typ,wymianaAglomeracja,kodAglomeracji,biletMiejski
4191,Kuźnia Raciborska,2026-05-25 04:00:02.663,5100601,5101843,68882,0,0,0,False
5319,Kuźnica (Hel),2026-05-25 04:00:02.638,5100460,5101827,6767,0,0,0,False
5321,Kwidzyn,2026-05-25 04:00:02.638,5101181,5101850,23101,0,0,0,False
5360,Łąg,2026-05-25 04:00:02.663,5101107,5101919,8979,0,0,0,False
107,Łańcut,2026-05-25 04:00:02.638,5100480,5101932,83022,0,0,0,False
108,Łapy,2026-05-25 04:00:02.638,5100490,5100127,24539,0,0,0,False
1248,Łask,2026-05-25 04:00:02.651,5100500,5101931,46649,0,0,0,False
97,Laskowice Pom.,2026-05-25 04:00:02.676,5100234,5100128,17202,0,0,0,False
109,Łeba,2026-05-25 04:00:02.625,5100068,5101977,5355,0,0,0,False
101,Lębork,2026-05-25 04:00:02.663,5100172,5100129,5256,0,0,0,False
1254,Łęczyca,2026-05-25 04:00:02.676,5100431,5101964,32524,0,0,0,False
428,Legionowo,2026-05-25 04:00:02.663,5100972,5101981,36509,0,0,0,False
99,Legnica,2026-05-25 04:00:02.625,5100061,5100035,53009,0,0,0,False
100,Leszno,2026-05-25 04:00:02.663,5100062,5100036,42606,0,0,0,False
3152,Leżajsk,2026-05-25 04:00:02.651,5100486,5101997,83220,0,0,0,False
8201,Lipka Krajeńska,2026-05-25 04:00:02.663,5101031,5102018,15529,0,0,0,False
5340,Lipno,2026-05-25 04:00:02.651,5101229,5102022,20024,0,0,0,False
8215,Łobez,2026-05-25 04:00:02.638,5100202,5100126,3509,0,0,0,False
1255,Łochów,2026-05-25 04:00:02.651,5100436,5102073,37911,0,0,0,False
111,Łódź Chojny,2026-05-25 04:00:02.625,5100069,5100038,46565,0,1,12,False
0,Łódź (dowolna stacja),2024-04-17 06:00:03.507,0,5196010,0,1,1,12,False
112,Łódź Fabryczna,2026-05-25 04:00:02.638,5100070,5100317,46458,0,1,12,False
113,Łódź Kaliska,2026-05-25 04:00:02.676,5100071,5100039,46706,0,1,12,False
114,Łódź Widzew,2026-05-25 04:00:02.638,5100072,5101974,46409,0,1,12,False
1262,Łódź Żabieniec,2026-05-25 04:00:02.651,5100962,5102173,46789,0,1,12,False
3160,Łomnica-Zdrój,2026-05-25 04:00:02.651,5100523,5102166,82586,0,0,0,False
420,Łomża,2026-05-25 04:00:02.625,5101223,5102054,23804,0,0,0,False
0,Łowicz (dowolna stacja),2024-04-17 06:00:03.507,0,5196007,0,1,0,0,False
110,Łowicz Gł.,2026-05-25 04:00:02.663,5100067,5100167,32904,0,0,0,False
2132,Lubartów,2026-05-25 04:00:02.663,5100602,5101952,50609,0,0,0,False
279,Lubin,2026-05-25 04:00:02.625,5100064,5100308,53280,0,0,0,False
0,Lublin (dowolna stacja),2024-04-17 06:00:03.507,0,5196030,0,1,0,28,False
103,Lublin Gł.,2026-05-25 04:00:02.651,5100065,5100037,50500,0,0,28,False
104,Lubliniec,2026-05-25 04:00:02.651,5100066,5100237,71407,0,0,0,False
295,Lublin Zachodni,2026-05-25 04:00:02.676,5101078,5104673,262848,0,0,28,False
3163,Łuczyce,2026-05-25 04:00:02.663,5101212,5102124,79343,0,0,0,False
115,Łuków,2026-05-25 04:00:02.638,5100489,5100168,39909,0,0,0,False
3166,Maków Podhal.,2026-05-25 04:00:02.663,5100235,5102179,78535,0,0,0,False
116,Małaszewicze,2026-05-25 04:00:02.663,5100073,5100215,251575,0,0,0,False
117,Malbork,2026-05-25 04:00:02.625,5100074,5100040,7872,0,0,0,False
119,Małkinia,2026-05-25 04:00:02.625,5100076,5100087,38307,0,0,0,False
3173,Miechów,2026-05-25 04:00:02.663,5100238,5100218,79467,0,0,0,False
122,Międzylesie,2026-05-25 04:00:02.663,5100203,5100225,57208,0,0,0,False
125,Międzyrzec Podl.,2026-05-25 04:00:02.663,5100510,5102249,40832,0,0,0,False
7286,Międzyrzecz,2026-05-25 04:00:02.676,5101045,5102229,26708,0,0,0,False
124,Międzyzdroje,2026-05-25 04:00:02.676,5100123,5100252,1024,0,0,0,False
3175,Mielec,2026-05-25 04:00:02.651,5100239,5102238,81505,0,0,0,False
8230,Mieszkowice,2026-05-25 04:00:02.625,5100517,5102220,13417,0,0,0,False
6270,Milicz,2026-05-25 04:00:02.651,5101070,5102258,59675,0,0,0,False
429,Mińsk Maz.,2026-05-25 04:00:02.638,5100973,5102293,39008,0,0,0,False
422,Mława,2025-08-05 23:37:26.191,5100513,5100219,37226,2,1,30,False
0,Mława (dowolna stacja),2025-08-05 23:37:26.233,0,5196240,0,1,1,30,False
126,Mogilno,2026-05-25 04:00:02.663,5100081,5100220,32003,0,0,0,False
1287,Mońki,2026-05-25 04:00:02.625,5100241,5102308,24133,0,0,0,False
127,Morąg,2026-05-25 04:00:02.638,5100514,5100310,10900,0,0,0,False
1293,Mrozy,2026-05-25 04:00:02.638,5100509,5100174,39875,0,0,0,False
128,Muszyna,2026-05-25 04:00:02.663,5100075,5100041,82404,0,0,0,False
3188,Muszyna Zdr.,2026-05-25 04:00:02.625,5100515,5102362,82446,0,0,0,False
4222,Mysłowice,2026-05-25 04:00:02.651,5100516,5100175,73502,0,0,0,False
4228,Myszków,2026-05-25 04:00:02.651,5100433,5102341,75424,0,0,0,False
512,Nakło n/Notecią,2026-05-25 04:00:02.663,5100174,5100254,18200,0,0,0,False
130,Nałęczów,2026-05-25 04:00:02.638,5100080,5100176,50104,0,0,0,False
418,Nidzica,2026-05-25 04:00:02.651,5100531,5100248,22202,0,0,0,False
3190,Niedźwiedź,2026-05-25 04:00:02.676,5101214,5102416,79368,0,0,0,False
1299,Niemojki,2026-05-25 04:00:02.638,5101109,5102423,39743,0,0,0,False
2163,Nisko,2026-05-25 04:00:02.625,5100999,5102447,65094,0,0,0,False
2167,Nowa Dęba,2026-05-25 04:00:02.676,5100539,5102407,65532,0,0,0,False
132,Nowa Ruda,2026-05-25 04:00:02.676,5101193,5100179,57943,0,0,0,False
3195,Nowa Sarzyna,2026-05-25 04:00:02.638,5100870,5102484,83246,0,0,0,False
133,Nowa Sól,2026-05-25 04:00:02.625,5100078,5100043,42002,0,0,0,False
8253,Nowe Drezdenko,2026-05-25 04:00:02.625,5100532,5102461,29215,0,0,0,False
8257,Nowogard,2026-05-25 04:00:02.651,5100538,5100180,1859,0,0,0,False
1309,Nowy Dwór Maz.,2026-05-25 04:00:02.625,5100518,5102409,36459,0,0,0,False
134,Nowy Sącz,2026-05-25 04:00:02.625,5100077,5100042,81901,0,0,0,False
135,Nowy Targ,2026-05-25 04:00:02.651,5100175,5100181,78907,0,0,0,False
7317,Nowy Tomyśl,2026-05-25 04:00:02.663,5100942,5102514,26211,0,0,0,False
1311,Nurzec,2026-05-25 04:00:02.625,5101166,5102490,25353,0,0,0,False
136,Nysa,2026-05-25 04:00:02.638,5100079,5100044,56606,0,0,0,False
6305,Oborniki Śląskie,2026-05-25 04:00:02.625,5100550,5100182,58784,0,0,0,False
7321,Oborniki W.Miasto,2026-05-25 04:00:02.676,5100718,5102646,29645,0,0,0,False
6314,Oława,2026-05-25 04:00:02.638,5100084,5102560,58271,0,0,0,False
414,Olecko,2026-05-25 04:00:02.663,5100559,5100184,11957,0,0,0,False
0,Oleśnica (dowolna stacja),2024-04-17 06:00:03.507,0,5196011,0,1,0,0,False
6311,Oleśnica Rataje,2026-05-25 04:00:02.625,5100244,5100245,59576,0,0,0,False
137,Olesno Śląskie,2026-05-25 04:00:02.651,5100176,5100185,71555,0,0,0,False
0,Olsztyn (dowolna stacja),2024-04-17 06:00:03.507,0,5196008,0,1,0,13,False
5440,Olsztynek,2026-05-25 04:00:02.651,5100796,5102656,9456,0,0,0,False
140,Olsztyn Gł.,2026-05-25 04:00:02.625,5100083,5100045,9209,0,0,13,False
5442,Olsztyn Zach.,2026-05-25 04:00:02.651,5100553,5102650,9233,0,0,13,False
7330,Opalenica,2026-05-25 04:00:02.663,5100711,5102591,27201,0,0,0,False
0,Opoczno (dowolna stacja),2024-04-17 06:00:03.507,0,5196033,0,1,0,0,False
2172,Opoczno Płd.,2026-05-25 04:00:02.663,5100719,5104744,48959,0,0,0,False
0,Opole (dowolna stacja),2024-04-17 06:00:03.507,0,5196027,0,1,0,0,False
141,Opole Gł.,2026-05-25 04:00:02.663,5100085,5100046,60608,0,0,0,False
1324,Osowiec,2026-05-25 04:00:02.676,5100824,5102584,24158,0,0,0,False
144,Ostróda,2026-05-25 04:00:02.676,5100555,5100216,22004,0,0,0,False
142,Ostrołęka,2026-05-25 04:00:02.676,5101225,5102624,23309,0,0,0,False
143,Ostrowiec Święt.,2026-05-25 04:00:02.651,5100087,5102647,49205,0,0,0,False
145,Ostrów Wlkp.,2026-05-25 04:00:02.651,5100086,5100047,45906,0,0,0,False
7338,Ostrzeszów,2026-05-25 04:00:02.625,5100557,5100223,45476,0,0,0,False
146,Oświęcim,2026-05-25 04:00:02.651,5100088,5100048,77107,0,0,0,False
6327,Otmuchów,2026-05-25 04:00:02.663,5101110,5100187,56697,0,0,0,False
147,Otwock,2026-05-25 04:00:02.625,5100089,5102637,38885,0,0,0,False
6329,Ozimek,2026-05-25 04:00:02.663,5100558,5102652,61572,0,0,0,False
1333,Ozorków,2026-05-25 04:00:02.676,5100430,5102654,32540,0,0,0,False
148,Pabianice,2026-05-25 04:00:02.625,5100570,5100188,46581,0,0,0,False
6330,Paczków,2026-05-25 04:00:02.676,5101111,5102692,56713,0,0,0,False
1337,Parczew,2026-05-25 04:00:02.651,5100605,5102690,40030,0,0,0,False
149,Pasłęk,2026-05-25 04:00:02.651,5100571,5100311,10934,0,0,0,False
5468,Pelplin,2026-05-25 04:00:02.638,5100435,5102724,8409,0,0,0,False
430,Piaseczno,2026-05-25 04:00:02.638,5100519,5102694,33902,0,0,0,False
6339,Piechowice,2026-05-25 04:00:02.663,5100573,5102759,56143,0,0,0,False
6343,Pieńsk,2026-05-25 04:00:02.638,5101071,5102756,51946,0,0,0,False
151,Piła Gł.,2026-05-25 04:00:02.638,5100091,5100049,14407,0,0,0,False
150,Pilawa,2026-05-25 04:00:02.651,5100574,5100189,39206,0,0,0,False
152,Pionki Zachodnie,2026-05-25 04:00:02.651,5100575,5102775,48736,0,0,0,False
5481,Piotrków Kujawski,2026-05-25 04:00:02.625,5100879,5102768,19190,0,0,0,False
153,Piotrków Tryb.,2026-05-25 04:00:02.651,5100092,5100190,47704,0,0,0,False
436,Pisz,2026-05-25 04:00:02.625,5100800,5100191,12369,0,0,0,False
3216,Piwniczna-Zdr.,2026-05-25 04:00:02.676,5100576,5102976,82099,0,0,0,False
155,Pleszew,2026-05-25 04:00:02.651,5100577,5100192,44842,0,0,0,False
156,Płock,2026-05-25 04:00:02.638,5100578,5102795,32607,0,0,0,False
280,Płock Radziwie,2026-05-25 04:00:02.676,5101165,5102809,32417,0,0,0,False
8276,Płoty,2026-05-25 04:00:02.676,5100587,5100193,1958,0,0,0,False
157,Polanica-Zdrój,2026-05-25 04:00:02.651,5100093,5100050,57497,0,0,0,False
3225,Poronin,2026-05-25 04:00:02.638,5100580,5102891,78980,0,0,0,False
0,Poznań (dowolna stacja),2024-04-17 06:00:03.507,0,5196002,0,1,0,0,False
159,Poznań Gł.,2026-05-25 04:00:02.651,5100177,5100081,30601,0,0,0,False
160,Prabuty,2026-05-25 04:00:02.651,5100246,5100194,22905,0,0,0,False
161,Prudnik,2026-05-25 04:00:02.638,5100095,5100051,56903,0,0,0,False
515,Pruszcz Gdański,2026-05-25 04:00:02.638,5100918,5102942,7302,0,0,0,False
0,Przemyśl (dowolna stacja),2024-04-17 06:00:03.507,0,5196032,0,1,0,14,False
162,Przemyśl Gł.,2026-05-25 04:00:02.651,5100096,5100234,84400,0,0,14,False
3232,Przemyśl Zasanie,2026-05-25 04:00:02.663,5100582,5102825,84434,0,0,14,False
163,Przeworsk,2026-05-25 04:00:02.651,5100178,5100195,83105,0,0,0,False
164,Przysucha,2026-05-25 04:00:02.663,5100247,5103008,48801,0,0,0,False
3069,Pstroszyce,2026-05-25 04:00:02.638,5101220,5100914,79483,0,0,0,False
165,Pszczyna,2026-05-25 04:00:02.651,5100248,5102920,75903,0,0,0,False
5507,Puck,2026-05-25 04:00:02.625,5100584,5102936,6700,0,0,0,False
166,Puławy Miasto,2026-05-25 04:00:02.651,5100098,5102947,50021,0,0,0,False
6659,Pyrzowice Lotn.,2026-05-25 04:00:02.676,5101194,5104701,99044,0,0,0,False
167,Racibórz,2026-05-25 04:00:02.651,5100100,5100263,68700,0,0,0,False
169,Radom Główny,2026-05-25 04:00:02.676,5100101,5100052,48355,0,0,0,False
170,Radomsko,2026-05-25 04:00:02.625,5100102,5100088,47886,0,0,0,False
3245,Radymno,2026-05-25 04:00:02.663,5100909,5103068,84301,0,0,0,False
1385,Radzyń Podl.,2026-05-25 04:00:02.676,5101015,5103029,39974,0,0,0,False
171,Rawicz,2026-05-25 04:00:02.625,5100268,5100202,44305,0,0,0,False
8306,Recz Pomorski,2026-05-25 04:00:02.625,5101011,5103091,2477,0,0,0,False
173,Rejowiec,2026-05-25 04:00:02.663,5100623,5103079,50807,0,0,0,False
1393,Rogów,2026-05-25 04:00:02.663,5100566,5103098,47316,0,0,0,False
517,Rogoźno Wlkp.,2026-05-25 04:00:02.663,5100613,5100203,16139,0,0,0,False
3252,Ropczyce,2026-05-25 04:00:02.676,5100911,5103157,81232,0,0,0,False
435,Ruciane-Nida,2026-05-25 04:00:02.638,5100801,5100204,10827,0,0,0,False
2203,Rudnik n/Sanem,2026-05-25 04:00:02.625,5100890,5103112,65144,0,0,0,False
5538,Rumia,2026-05-25 04:00:02.638,5100813,5103186,6098,0,0,0,False
174,Runowo Pomorskie,2026-05-25 04:00:02.676,5100615,5100207,3467,0,0,0,False
175,Rybnik,2026-05-25 04:00:02.625,5100104,5100262,68205,0,0,0,False
5550,Rypin,2026-05-25 04:00:02.651,5101155,5103220,21428,0,0,0,False
3256,Rytro,2026-05-25 04:00:02.651,5100617,5103221,82073,0,0,0,False
177,Rzepin,2026-05-25 04:00:02.638,5100180,5100082,25809,0,0,0,False
0,Rzeszów (dowolna stacja),2025-10-07 00:31:47.108,0,5196031,0,1,1,31,False
178,Rzeszów Główny,2025-10-07 00:31:47.127,5100103,5100229,82669,2,1,31,False
3260,Rzeszów Staroniwa,2026-05-25 04:00:02.625,5100619,5103241,82602,0,0,0,False
179,Sandomierz,2026-05-25 04:00:02.676,5100641,5103500,65300,0,0,0,False
180,Sanok,2026-05-25 04:00:02.638,5100110,5100312,83600,0,0,16,False
1405,Sarnaki,2026-05-25 04:00:02.651,5101112,5103246,39776,0,0,0,False
210,Ścinawa,2026-05-25 04:00:02.638,5100208,5100199,60400,0,0,0,False
6402,Sędzisław,2026-05-25 04:00:02.663,5100802,5103361,55632,0,0,0,False
2212,Sędziszów,2026-05-25 04:00:02.625,5100269,5100208,64303,0,0,0,False
3266,Sędziszów Młp.,2026-05-25 04:00:02.676,5100644,5103349,81265,0,0,0,False
182,Siedlce,2026-05-25 04:00:02.663,5100111,5100053,39404,0,0,0,False
1411,Siemiatycze,2026-05-25 04:00:02.663,5101113,5103355,25387,0,0,0,False
183,Sieradz,2026-05-25 04:00:02.625,5100112,5100054,19489,0,0,0,False
184,Sierpc,2026-05-25 04:00:02.625,5100646,5103410,32706,0,0,0,False
185,Skarżysko-Kamien.,2026-05-25 04:00:02.676,5100114,5100209,48009,0,0,0,False
3274,Skawina,2026-05-25 04:00:02.638,5100250,5100130,80101,0,0,0,False
186,Skierniewice,2026-05-25 04:00:02.651,5100108,5100294,47001,0,0,0,False
4305,Skoczów,2026-05-25 04:00:02.651,5100648,5103315,75788,0,0,0,False
519,Skwierzyna,2026-05-25 04:00:02.676,5101044,5103432,26500,0,0,0,False
187,Sławno,2026-05-25 04:00:02.676,5100181,5100131,5108,0,0,0,False
3278,Słomniki,2026-05-25 04:00:02.625,5101216,5103461,79384,0,0,0,False
3279,Słomniki Miasto,2026-05-25 04:00:02.676,5101215,5103465,79376,0,0,0,False
7457,Słupca,2026-05-25 04:00:02.651,5100335,5103469,30122,0,0,0,False
188,Słupsk,2026-05-25 04:00:02.663,5100113,5100055,4705,0,0,0,False
520,Smętowo,2026-05-25 04:00:02.651,5101033,5103477,8474,0,0,0,False
3280,Smroków,2026-05-25 04:00:02.625,5101217,5103489,79426,0,0,0,False
421,Śniadowo,2026-05-25 04:00:02.625,5101224,5103504,23465,0,0,0,False
701,Sochaczew,2026-05-25 04:00:02.638,5100803,5103525,34603,0,0,0,False
189,Sokółka,2026-05-25 04:00:02.625,5100251,5100132,24802,0,0,0,False
5576,Solec K.,2026-05-25 04:00:02.676,5100651,5103527,19844,0,0,0,False
190,Sopot,2026-05-25 04:00:02.625,5100115,5100056,5942,0,0,0,False
4310,Sosnowiec Dańd.,2025-12-02 23:36:09.443,5101208,5103320,73403,2,1,29,False
0,Sosnowiec (dowolna stacja),2024-04-17 06:00:03.507,0,5196034,0,1,0,29,False
191,Sosnowiec Gł.,2025-03-05 04:00:03.161,5100116,5100133,74658,2,1,29,False
212,Środa Wlkp.,2026-05-25 04:00:02.676,5100252,5103572,30205,0,0,0,False
2227,Stalowa W. Centr.,2026-05-25 04:00:02.638,5100992,5103265,65029,0,0,17,False
0,Stalowa Wola (dowolna stacja),2024-04-17 06:00:03.507,0,5196017,0,1,0,17,False
193,Stalowa W. Rozw.,2026-05-25 04:00:02.676,5100182,5100314,65003,0,0,17,False
2230,Starachowice Wsch,2026-05-25 04:00:02.625,5100673,5103253,48181,0,0,0,False
198,Stargard,2026-05-25 04:00:02.638,5100205,5100198,2204,0,0,0,False
5588,Starogard Gdański,2026-05-25 04:00:02.638,5100697,5103381,8607,0,0,0,False
194,Stary Sącz,2026-05-25 04:00:02.663,5100253,5103727,82032,0,0,0,False
195,Stróże,2026-05-25 04:00:02.651,5100109,5100139,81604,0,0,0,False
718,Strzelce Opolskie,2026-05-25 04:00:02.651,5100663,5100138,61705,0,0,0,False
6436,Strzelin,2026-05-25 04:00:02.638,5100118,5100076,59808,0,0,0,False
3290,Strzyżów n/Wisł.,2026-05-25 04:00:02.676,5100664,5103733,82784,0,0,0,False
0,Sucha Beskidzka (dowolna stacja),2024-04-17 06:00:03.507,0,5196015,0,1,0,0,False
3392,Sucha Besk. Zamek,2026-05-25 04:00:02.663,5101023,5104705,258708,0,0,0,False
196,Sulechów,2026-05-25 04:00:02.638,5100184,5103656,27300,0,0,0,False
197,Suwałki,2026-05-25 04:00:02.625,5100117,5100141,12807,0,0,0,False
521,Swarzędz,2026-05-25 04:00:02.651,5100212,5103688,28472,0,0,0,False
213,Świdnica Miasto,2026-05-25 04:00:02.625,5100665,5103327,54817,0,0,0,False
214,Świdnik Miasto,2026-05-25 04:00:02.638,5100638,5103684,50484,0,0,20,False
8398,Świdwin,2026-05-25 04:00:02.676,5100209,5100142,3632,0,0,0,False
6462,Świebodzice,2026-05-25 04:00:02.676,5100666,5103275,54528,0,0,0,False
215,Świebodzin,2026-05-25 04:00:02.625,5100121,5103284,28100,0,0,0,False
217,Świnoujście,2026-05-25 04:00:02.638,5100122,5100059,1008,0,0,0,False
